persona_id,idx,source_config,persona_text,age_refined,llm_label,llm_confidence,llm_reason,shard_id,age_heuristic,age
persona::67393,67393,persona,A curious high school student with an interest in biology and a family member who suffers from migraines,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes an interest in biology, which is a typical subject in high school coursework, indicating a concrete school context.",0,16,16
persona::68460,68460,persona,"A high school student with vision impairment, determined to excel in academics and sports despite her condition",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies current enrollment in a school context through the mention of 'academics and sports,' which are typical components of a high school environment.",0,16,16
persona::68754,68754,persona,A high school junior enrolled in JROTC with aspirations to attend the Air Force Academy,16,yes,100,"The persona explicitly identifies the individual as a 'high school junior' and mentions enrollment in 'JROTC,' which is a concrete school context within a high school setting.",0,16,16
persona::70455,70455,persona,A high school student who relies on the non-profit organization's free internet access to complete their school assignments,16,yes,100,"The persona explicitly identifies as a 'high school student' and references completing 'school assignments,' which constitutes a concrete school context.",0,16,16
persona::71532,71532,persona,A high school student interested in machine learning and looking for tips to get started with neural networks,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in machine learning, which is a contextually relevant academic pursuit within a high school curriculum or extracurricular activity.",0,16,16
persona::72045,72045,persona,A high school student looking for books that reflect their own experiences and struggles,16,yes,100,"The persona explicitly identifies as a 'high school student' and is seeking books that reflect 'their own experiences and struggles,' which implies a current, personal engagement with high school life and context.",0,16,16
persona::72336,72336,persona,I am a Japanese high school student who aspires to become a professional soccer player.,16,yes,100,"The persona explicitly identifies the individual as a 'Japanese high school student' and implies current enrollment in high school, which satisfies the mandatory condition of being a current high school/upper secondary student.",0,16,16
persona::72682,72682,persona,"A high school student interested in cybersecurity, seeking advice from the Python programmer",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in cybersecurity, which is a contextually relevant pursuit within a high school environment, indicating current enrollment in high school.",0,16,16
persona::73920,73920,persona,"An ambitious high schooler interested in both physics and biology, seeking guidance on potential career paths",16,yes,100,"The persona explicitly identifies the individual as a 'high schooler' and expresses interest in career paths, which implies current engagement in high school education, including coursework and academic planning typical of upper secondary school.",0,16,16
persona::74523,74523,persona,A curious high school student who started a history vlog inspired by conversations with their grandparent,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions starting a history vlog, which is a concrete school-related activity tied to coursework and school life.",0,16,16
persona::75569,75569,persona,a high school student obsessed with neat handwriting.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies a school context through the focus on handwriting, which is typically relevant in academic settings such as classes, assignments, or exams.",0,16,16
persona::75605,75605,persona,A high schooler who benefits from the designer's user-friendly interfaces while using educational apps,16,yes,100,"The persona explicitly identifies the individual as a 'high schooler' and references the use of 'educational apps' in a school context, indicating current high school enrollment and engagement with school-related technology.",0,16,16
persona::75686,75686,persona,A high school junior who is quarterback of Harper Creek football team,16,yes,100,"The persona explicitly identifies the individual as a 'high school junior' and references their role as quarterback of 'Harper Creek football team,' which constitutes a concrete school context involving a high school sports team.",0,16,16
persona::76212,76212,persona,A high school student passionate about understanding the causes and consequences of World War II,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies a current academic context through the focus on understanding World War II, which is a standard topic in high school history coursework.",0,16,16
persona::76291,76291,persona,A high school student always curious about the technology used in the library's digitized system,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references the 'library's digitized system,' which is a concrete school context within a high school environment.",0,16,16
persona::76497,76497,persona,A Canadian high school senior who is being forced to learn politics and not happy about it.,16,yes,100,"The persona explicitly identifies as a 'Canadian high school senior' and references being 'forced to learn politics,' which is a concrete school context related to coursework and curriculum in a high school setting.",0,16,16
persona::77041,77041,persona,A high school student leading a student-run organization promoting gender equality in schools,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references a 'student-run organization promoting gender equality in schools,' which constitutes a concrete school context involving school life and student activities.",0,16,16
persona::77179,77179,persona,A high school student who is passionate about fantasy novels and is seeking recommendations for a new series,16,yes,100,"The persona explicitly identifies as a 'high school student' and expresses a personal interest in seeking recommendations for fantasy novels, which implies current engagement with school-related activities and interests.",0,16,16
persona::77336,77336,persona,A fellow high school student who shares the same passion for storytelling and interviews local community members,16,yes,100,"The persona explicitly identifies as a 'fellow high school student' and mentions sharing a passion for storytelling and interviewing local community members, which implies current participation in school-related activities or projects.",0,16,16
persona::77368,77368,persona,A high school student interested in computer science and eager to learn about image recognition techniques,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in learning about image recognition techniques, which implies engagement with coursework or academic pursuits in a high school context.",0,16,16
persona::77648,77648,persona,An openly gay high school student striving to create a safe and accepting environment in their school community,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and describes their efforts to create a safe and accepting environment in 'their school community,' which constitutes a concrete school context.",0,16,16
persona::77753,77753,persona,A high school student who is passionate about learning and seeks guidance on how to effectively study and optimize their brain's potential,16,yes,100,"The persona explicitly identifies as 'a high school student' and expresses interest in studying and optimizing their brain's potential, which falls under the context of high school coursework and academic performance.",0,16,16
persona::77998,77998,persona,A high school student who is conducting research on the urbanization of Seattle,16,yes,100,"The persona explicitly identifies as 'a high school student' and is conducting research, which constitutes a concrete school context such as coursework or academic projects.",0,16,16
persona::78225,78225,persona,A high school senior debating between a career in law to fight social injustices or a path in journalism to report them,16,yes,100,The persona explicitly identifies the individual as a 'high school senior' and implies current enrollment in high school through the context of making career decisions during the final year of upper secondary education.,0,16,16
persona::78311,78311,persona,A high school student in Terry High School who's been fascinated by choir music since childhood.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'Terry High School,' which is a concrete school context.",0,16,16
persona::78884,78884,persona,A curious high school student who is fascinated by World War II aviation and seeks the teacher's expertise,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references seeking the 'teacher's expertise,' which constitutes a concrete school context involving teachers and classroom interaction.",0,16,16
persona::79480,79480,persona,A high school student interested in learning about the history and evolution of local factories,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in learning about the history and evolution of local factories, which implies engagement with a school-related topic or curriculum context.",0,16,16
persona::80022,80022,persona,A high school student struggling with psychology who turns to the psychology student for help,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references a struggle with 'psychology' coursework, which constitutes a concrete school context (classes or coursework).",0,16,16
persona::80295,80295,persona,A high school junior and debate team captain who advocates for mental health awareness,16,yes,100,"The persona explicitly identifies the individual as a 'high school junior' and mentions being the 'debate team captain,' which is a concrete reference to a school context within a high school environment.",0,16,16
persona::80886,80886,persona,A high school student who experiences the effects of racism firsthand and provides valuable insight to the sociologist,16,yes,100,"The persona explicitly identifies as 'a high school student' and provides insight based on personal experiences, which implies current involvement in high school life, fulfilling both mandatory conditions.",0,16,16
persona::81254,81254,persona,a high school student who's not very serious about his grades and dislikes excel.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes a reference to 'excel,' which is a common tool used in high school coursework, indicating a concrete school context.",0,16,16
persona::81672,81672,persona,An idealistic high school student who aspires to end violence in their school through peer mediation programs,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'peer mediation programs' within the context of their school, indicating current involvement in a school-based initiative.",0,16,16
persona::81719,81719,persona,"A politically engaged high school student in Wallingford, Connecticut.",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the context of being in Wallingford, Connecticut, which implies a specific school environment, thus satisfying both mandatory conditions.",0,16,16
persona::82540,82540,persona,A high school student who wants to become an engineer and discusses new discoveries at school during dinner,16,yes,100,"The persona explicitly identifies as 'a high school student' and references 'new discoveries at school', which constitutes a concrete school context involving school life or curriculum.",0,16,16
persona::83618,83618,persona,A high school student who benefits from the improved search functionality for studying purposes,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'studying purposes,' which constitutes a concrete school context related to academic activities in a high school setting.",0,16,16
persona::84597,84597,persona,A high school student who used to hate Shakespeare but now finds joy and meaning in his works thanks to their educator's innovative teaching approach,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'their educator's innovative teaching approach,' which constitutes a concrete school context involving a teacher and instructional method within a high school setting.",0,16,16
persona::84953,84953,persona,A high school student seeking book recommendations to improve their vocabulary and comprehension,16,yes,100,"The persona explicitly identifies as a 'high school student' and is seeking book recommendations, which implies a current academic context related to improving skills relevant to high school coursework.",0,16,16
persona::85196,85196,persona,A high school student who relies on online education due to health concerns and seeks tips on staying motivated,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'online education' as part of their current academic situation, which constitutes a concrete school context (distance learning within a high school framework).",0,16,16
persona::85428,85428,persona,A high school student who enjoys indulging in guilty pleasure fast food meals with friends,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'meals with friends,' which constitutes a concrete school context involving classmates and social interactions typical of high school life.",0,16,16
persona::85782,85782,persona,"An ambitious high school student who excels in math and science, drawing inspiration from her successful older sibling",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the context of academic excellence in math and science, which is a concrete reference to coursework and school life.",0,16,16
persona::85807,85807,persona,A high school student who finds inspiration in the complex characters and storylines of '90s teen dramas,16,yes,100,"The persona explicitly identifies as a 'high school student' and references '90s teen dramas,' which implies a current high school context involving storytelling and character development typical of school life and curriculum.",0,16,16
persona::85962,85962,persona,a high school student in West Virginia who is passionate about STEM,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and specifies the location as West Virginia, which provides a concrete school context.",0,16,16
persona::88897,88897,persona,a Macedonian high school student who's enthusiastic about technology,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and the context of being from Macedonia implies an upper secondary education setting, which is the current level of education for the individual.",0,16,16
persona::88957,88957,persona,A high school senior who is undecided about their future career and seeks guidance from the teacher,16,yes,100,"The persona explicitly identifies the individual as a 'high school senior' and includes the context of seeking guidance from a 'teacher', which is a concrete reference to a school environment.",0,16,16
persona::89004,89004,persona,A high school student passionate about genetics and seeking guidance on pursuing a career in bioinformatics,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in pursuing a career in bioinformatics, which implies current engagement in high school coursework and academic planning.",0,16,16
persona::89545,89545,persona,A high school student looking for affordable online resources to supplement their education,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions 'supplementing their education,' which refers to current academic activities within a high school context.",0,16,16
persona::89672,89672,persona,A high school student aiming to improve their scores on standardized tests,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions 'standardized tests,' which are typically associated with high school coursework and exams, indicating a current high school context.",0,16,16
persona::91760,91760,persona,A high school student who is passionate about sleep research and student advocacy.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the context of being passionate about 'student advocacy,' which implies active involvement in school life, a common context for such advocacy.",0,16,16
persona::92093,92093,persona,A creative and resourceful high school student who actively participates in the interdisciplinary projects,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions 'interdisciplinary projects,' which is a concrete reference to a school context such as coursework or school life.",0,16,16
persona::92539,92539,persona,A curious high school student who seeks out their advice for their mock trial club,16,yes,100,"The persona explicitly identifies as a 'high school student' and references involvement in a 'mock trial club,' which is a concrete school context related to high school activities.",0,16,16
persona::92613,92613,persona,A high school junior who thrives in creative writing and has won several young authors' awards,16,yes,100,"The persona explicitly identifies the individual as a 'high school junior' and mentions 'creative writing,' which is a concrete school context related to coursework and extracurricular activities in a high school setting.",0,16,16
persona::93854,93854,persona,an excited Madison High School student-athlete who plays football,16,yes,100,"The persona explicitly identifies the individual as a 'Madison High School student-athlete' and references football, which is a concrete school context involving a high school sports team.",0,16,16
persona::93883,93883,persona,"I am a high school student who is greatly inspired by historical figures, particularly pioneering women in medicine.",16,yes,100,"The persona explicitly identifies as a 'high school student' and expresses inspiration from historical figures, which aligns with a typical high school curriculum context involving historical study and learning about influential individuals.",0,16,16
persona::94305,94305,persona,A high school student interested in learning the art of bike restoration,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies current enrollment through the context of interest in learning, which is consistent with ongoing school life.",0,16,16
persona::94529,94529,persona,a Mexican high school student attending a public school,16,yes,100,"The persona explicitly identifies the individual as a 'Mexican high school student' and mentions 'attending a public school', which constitutes a concrete school context.",0,16,16
persona::96088,96088,persona,"A high school student struggling with advanced algebra, seeking guidance through the blog",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'advanced algebra,' which is a concrete subject within the high school curriculum, indicating current enrollment in high school.",0,16,16
persona::96602,96602,persona,"A high school student with an interest in computer science, looking to their older sibling for advice on learning Java",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context by mentioning 'learning Java,' which is typically part of a high school computer science curriculum or coursework.",0,16,16
persona::96879,96879,persona,A high school senior who brings the teacher a cup of coffee every morning as a token of appreciation,16,yes,100,"The persona explicitly identifies the individual as a 'high school senior' and includes the concrete school context of bringing a teacher a cup of coffee every morning, which is a specific school-related activity.",0,16,16
persona::97203,97203,persona,"A high school student interested in pursuing a career in information theory, seeking guidance and advice",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in pursuing a career in information theory, which implies current engagement in high school education and academic planning.",0,16,16
persona::97293,97293,persona,A high school student researching the cultural impact of the 1960s and 1970s for a history project,16,yes,100,"The persona explicitly identifies as a 'high school student' and is engaged in a 'history project,' which constitutes a concrete school context such as coursework or class assignment.",0,16,16
persona::98655,98655,persona,An older high school student who's won the local astronomy quiz competition twice in a row,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references participation in a 'local astronomy quiz competition,' which is a concrete school context involving academic competition within a high school environment.",0,16,16
persona::98972,98972,persona,A high school student from a different state who seeks remote SAT and ACT tutoring,16,yes,100,"The persona explicitly identifies as a 'high school student' and references seeking 'remote SAT and ACT tutoring,' which is a concrete school context related to high school preparation and academic activities.",0,16,16
persona::99259,99259,persona,A high school sophomore who plays on the varsity basketball team and is passionate about literature,16,yes,100,"The persona explicitly identifies the individual as a 'high school sophomore' and includes the concrete school context of playing on the 'varsity basketball team,' which is a school-based extracurricular activity.",0,16,16
persona::99278,99278,persona,A high school student with a learning disability who looks up to their special education teacher as a role model,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references a 'special education teacher,' which constitutes a concrete school context within a high school setting.",0,16,16
persona::99499,99499,persona,"I am an inspired high school student with a passion for environmental activism, enamored with the achievements of conservationists like Ted Howard.",16,yes,100,"The persona explicitly identifies as 'an inspired high school student' and expresses passion for environmental activism, which is a concrete school context related to student interests and activities within a high school environment.",0,16,16
persona::101092,101092,persona,A high school student passionate about rocketry and president of the school's model rocket club,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions being 'president of the school's model rocket club,' which is a concrete reference to a school context.",0,16,16
persona::101167,101167,persona,A curious high school student who actively seeks out books and documentaries about African history outside of the classroom,16,yes,100,"The persona explicitly identifies as a 'high school student' and references seeking out books and documentaries about African history 'outside of the classroom,' which constitutes a concrete school context involving coursework and academic environment.",0,16,16
persona::102541,102541,persona,"I'm a curious high school student passionate about art and history, and I'm currently working on a project about Danish Golden Age paintings.",16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions working on a project, which is a concrete reference to a school context.",0,16,16
persona::103152,103152,persona,A high school student from Zambia interested in agriculture and nutrition.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies a current educational context through the mention of interest in agriculture and nutrition, which are typically part of a high school curriculum in Zambia.",0,16,16
persona::104290,104290,persona,A high school student fighting against school policies that discriminate against marginalized groups,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and describes involvement in actions against school policies, which constitutes a concrete reference to a school context.",0,16,16
persona::104640,104640,persona,a high school student currently studying Frederick Douglass's autobiography,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the concrete school context of studying Frederick Douglass's autobiography, which is a typical part of a high school curriculum.",0,16,16
persona::104791,104791,persona,A high school student who has experienced the challenges of the achievement gap firsthand and provides valuable insight for program development,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'the challenges of the achievement gap firsthand,' which is a concrete context within high school life.",0,16,16
persona::105915,105915,persona,A curious high schooler taking AP History and seeking guidance to deepen their understanding of the subject,16,yes,100,"The persona explicitly identifies as a 'high schooler' and mentions taking 'AP History,' which is a concrete course in a high school curriculum, satisfying both the identity and school context requirements.",0,16,16
persona::106376,106376,persona,A high school student considering majoring in Educational Psychology,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and the context of considering a major in Educational Psychology implies current engagement with academic planning, which is part of the high school experience.",0,16,16
persona::107604,107604,persona,A high school student from another country who is inspired by the competition winner's success and seeks their advice,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references a 'competition winner,' which implies a current academic context involving school-level activities, indicating enrollment in high school or upper secondary school.",0,16,16
persona::108025,108025,persona,A high school sophomore struggling to find effective study methods,16,yes,100,"The persona explicitly identifies the individual as a 'high school sophomore' and implies current enrollment in high school through the context of struggling with study methods, which is a typical concern within the high school academic environment.",0,16,16
persona::109709,109709,persona,an ambitious high school student planning to study oceanography,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies current enrollment in high school through the context of planning future studies in oceanography, which aligns with typical high school academic planning.",0,16,16
persona::110472,110472,persona,"A high school student who embraces pop culture and modern movies, preferring to spend time on TikTok rather than watching classic cinema",16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'TikTok,' which is a concrete school context related to social media use among students, indicating current high school enrollment.",0,16,16
persona::110637,110637,persona,"A high school student living in a rural area, committed to taking advantage of any educational opportunity",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'educational opportunity' within the context of a rural area, which implies current enrollment in a high school setting.",0,16,16
persona::111446,111446,persona,A high school student searching for information to complete a report on Arunachal Pradesh's governance,16,yes,100,"The persona explicitly identifies as a 'high school student' and is searching for information to complete a 'report', which is a concrete school context involving coursework and academic tasks.",0,16,16
persona::111486,111486,persona,A fellow high school student who has also been mentored and now wants to join forces to create a stronger impact,16,yes,100,"The persona explicitly identifies as 'a fellow high school student' and references being 'mentored' within a school context, indicating current enrollment in high school.",0,16,16
persona::112092,112092,persona,A high school student who relies on the radio host's recommendations to stay up-to-date with the latest music trends,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'staying up-to-date with the latest music trends' within the context of school life, implying current enrollment in high school.",0,16,16
persona::112391,112391,persona,an Oyster Bay High School student who is a proud member of the chess club and has little interest in any sports,16,yes,100,"The persona explicitly identifies the individual as 'an Oyster Bay High School student' and mentions involvement in the 'chess club,' which is a concrete school context within a high school environment.",0,16,16
persona::113464,113464,persona,A high school student who is part of a military family and attends the local school,16,yes,100,The persona explicitly identifies the individual as a 'high school student' and includes the concrete school context of attending 'the local school'.,0,16,16
persona::113727,113727,persona,A native English high school student who's attempting to learn Old English as part of a school project,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions learning Old English 'as part of a school project', which provides a concrete reference to a school context (a class project).",0,16,16
persona::114459,114459,persona,A high school student struggling with English literature and aspiring to cover the content gap,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'English literature,' which is a concrete subject within the high school curriculum, indicating current enrollment in high school.",0,16,16
persona::115050,115050,persona,A high school student with a learning disability who has faced discrimination in the classroom,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'discrimination in the classroom,' which constitutes a concrete school context involving the school environment and interactions within it.",0,16,16
persona::115776,115776,persona,a Hungarian high school student who dreams to be a bird artist,16,yes,100,"The persona explicitly identifies the individual as a 'Hungarian high school student', satisfying the first mandatory condition. The mention of 'high school' provides a concrete school context, fulfilling the second condition.",0,16,16
persona::116548,116548,persona,"a high school student in Manchester, New Hampshire interested in law as a career",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and specifies the location 'Manchester, New Hampshire,' which constitutes a concrete school context.",0,16,16
persona::117006,117006,persona,A high school student with a passion for history and interested in the topic of US Army and Indian Wars.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in a topic typically covered in high school history coursework, indicating current enrollment in high school.",0,16,16
persona::117655,117655,persona,A high school student who finds the animated videos helpful in understanding economic concepts for their exams,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'exams' as part of their academic context, which constitutes a concrete school context.",0,16,16
persona::117742,117742,persona,"A high school student with a passion for coffee, seeking guidance and advice on pursuing a career in the industry",16,yes,100,"The persona explicitly identifies as a 'high school student' and expresses interest in pursuing a career in the coffee industry, which implies current involvement in high school education and engagement with school-related career planning.",0,16,16
persona::117860,117860,persona,I am a bored high school student who really doesn't care about microorganisms and has to write a report on Malawimonads.,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions having to write a report, which is a concrete reference to a school context (coursework).",0,16,16
persona::118808,118808,persona,A Pennsylvania high school student who enjoys history but finds environmental science somewhat boring.,16,yes,100,"The persona explicitly identifies the individual as a 'Pennsylvania high school student' and references coursework in 'history' and 'environmental science,' which constitutes a concrete school context.",0,16,16
persona::118868,118868,persona,"A high school student trying to balance work and studies, who appreciates the manager's understanding and support",16,yes,100,"The persona explicitly identifies as a 'high school student' and references balancing 'work and studies,' which constitutes a concrete school context involving coursework and academic responsibilities.",0,16,16
persona::119316,119316,persona,A high school student who relies on the content creator's videos to supplement their remote learning,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'remote learning,' which is a concrete school context involving coursework and educational environment.",0,16,16
persona::120200,120200,persona,A high school student who is a member of several sports teams and is seeking advice on managing their time effectively,16,yes,100,"The persona explicitly identifies as a 'high school student' and references being 'a member of several sports teams,' which constitutes a concrete school context involving extracurricular activities within the high school environment.",0,16,16
persona::121745,121745,persona,A high school student able to troubleshoot complex computer issues before completing their calculus homework,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context by mentioning 'completing their calculus homework,' which is a typical academic task in a high school curriculum.",0,16,16
persona::122168,122168,persona,A high school student who aspires to become an Olympic athlete and seeks advice on the socioeconomic aspects,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the context of seeking advice on socioeconomic aspects, which implies current engagement in high school life and academic or personal development within that environment.",0,16,16
persona::122542,122542,persona,"A high schooler who is part of her school's debate club and is currently preparing for a debate on ""Local Sustainability vs Global Food Trade"".",16,yes,100,"The persona explicitly identifies as a 'high schooler' and mentions being part of her 'school's debate club' and preparing for a debate, which constitutes a concrete school context involving coursework and school activities.",0,16,16
persona::123391,123391,persona,a high school senior located in New Jersey considering multiple design schools across the U.S. and is passionate about 3D modeling.,16,yes,100,"The persona explicitly identifies as a 'high school senior' and mentions considering design schools, which indicates current enrollment in high school. The reference to being a senior in high school provides a concrete school context.",0,16,16
persona::124448,124448,persona,A high school student interested in graphic design fascinated by the design of vintage tickets.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in graphic design, which is a subject typically studied in high school, indicating a current academic context.",0,16,16
persona::124556,124556,persona,A curious high school student who loves geography and is researching for a school project on Asian infrastructure and venues,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions researching for a 'school project', which constitutes a concrete school context.",0,16,16
persona::125068,125068,persona,A high school student who frequently visits the library to fuel their interest in engineering,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the concrete school context of 'frequently visiting the library,' which is a typical activity within the high school environment.",0,16,16
persona::125126,125126,persona,A high school student who excels in online classes and aspires to become an online course instructor,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'online classes,' which constitutes a concrete school context.",0,16,16
persona::126068,126068,persona,"A high school student deeply involved in the robotics club, balancing an interest in technology and a growing curiosity about their parent's love of baseball history",16,yes,100,The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context through involvement in the 'robotics club' and balancing interests within the 'school' environment.,0,16,16
persona::126198,126198,persona,A high schooler who seeks the librarian's guidance in creating a website for a school project,16,yes,100,"The persona explicitly identifies as a 'high schooler' and references a 'school project,' which constitutes a concrete school context involving coursework and the school environment.",0,16,16
persona::126363,126363,persona,A high school student seeking guidance on how to organize a charity event for a local cause,16,yes,100,"The persona explicitly identifies as 'a high school student' and is seeking guidance on organizing a charity event, which is a concrete school context involving school life and student activities.",0,16,16
persona::126927,126927,persona,A high school student who runs a successful blog focused on senior year tips,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'senior year tips,' which is a concrete school context related to upper secondary education, specifically the final year of high school.",0,16,16
persona::126949,126949,persona,An American high school student who has little knowledge about the grain-based foods business,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies current enrollment in a high school context, which satisfies the mandatory conditions.",0,16,16
persona::127668,127668,persona,A high school student who regularly uses Skedula for their assignments and grades.,16,yes,100,"The persona explicitly identifies as a 'high school student' and references using Skedula for 'assignments and grades,' which constitutes a concrete school context related to coursework and academic tracking.",0,16,16
persona::127988,127988,persona,A high school student balancing competitive swimming with aspirations to study biomedical engineering,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'competitive swimming,' which is a concrete school context involving extracurricular activities typically associated with high school life.",0,16,16
persona::128699,128699,persona,"A high school student from Seward, Nebraska who is interested in politics.",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and specifies a location (Seward, Nebraska), which constitutes a concrete school context.",0,16,16
persona::129860,129860,persona,a proud Lebanese high school student and athlete who's considering pursuing a career in sprinting.,16,yes,100,"The persona explicitly identifies as a 'high school student' and includes the context of being an athlete, which implies participation in school sports, a common aspect of high school life.",0,16,16
persona::130279,130279,persona,An eager high school student balancing his love for high jump with his academics,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'high jump' as part of their school life, indicating a current high school context.",0,16,16
persona::130447,130447,persona,A high school student organizing a food drive to help alleviate hunger in their community,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and describes organizing a food drive, which is a concrete school context involving school life and community engagement typical of high school activities.",0,16,16
persona::130823,130823,persona,I'm a senior high school student who's been studying full-time online due to the pandemic and enjoys the more relaxed learning atmosphere at home.,16,yes,100,"The persona explicitly identifies as a 'senior high school student' and references 'studying full-time online due to the pandemic,' which constitutes a concrete school context involving coursework and the school environment.",0,16,16
persona::131545,131545,persona,a high school student who needs to research this topic for her biology class presentation,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions needing to research a topic for 'her biology class presentation,' which is a concrete reference to a school context involving coursework and a class assignment.",0,16,16
persona::132271,132271,persona,A diligent high school student passionate about trigonometry and captivated by annual Civil War reenactments,16,yes,100,"The persona explicitly identifies the individual as a 'diligent high school student' and includes a concrete school context through the mention of 'trigonometry,' which is a standard high school math course.",0,16,16
persona::132292,132292,persona,A high school student who is introduced to Mark Twain's works through the librarian's discussions,16,yes,100,"The persona explicitly identifies as a 'high school student' and references being introduced to Mark Twain's works through the librarian's discussions, which constitutes a concrete school context involving school staff and curriculum-related activities.",0,16,16
persona::134191,134191,persona,A high school student with a passion for engineering seeking advice on pursuing a career in metrology,16,yes,100,"The persona explicitly identifies as a 'high school student' and expresses interest in pursuing a career in metrology, which implies current engagement in high school education and related academic or career planning activities.",0,16,16
persona::134253,134253,persona,A high school student who has experienced improved concentration and focus in class due to regular exercise,16,yes,100,The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context: 'improved concentration and focus in class'.,0,16,16
persona::134291,134291,persona,A curious high school student doing a biology project on snakes.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions a 'biology project', which is a concrete reference to a school context such as coursework or class activity.",0,16,16
persona::135375,135375,persona,an underprivileged female high school student fearful of her future,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies a current school context through the mention of 'fearful of her future,' which is tied to her ongoing high school experience.",0,16,16
persona::135467,135467,persona,A high school student who assists in organizing events at the museum and finds inspiration in the sergeant's stories,16,yes,100,"The persona explicitly identifies as a 'high school student' and includes the concrete school context of 'organizing events at the museum,' which implies active participation in school-related or school-organized activities.",0,16,16
