idx,persona_text,age,source_config,strict_reject_reasons,llm_label,llm_confidence,llm_reason
49903,A young child who has limited access to technology and dreams of exploring the digital world,,persona,[],yes,80,"young child with limited access to technology, implies early educational level"
53415,A young child who just received their first bike and looks up to the retired cyclist as a mentor,,persona,[],yes,90,"young child with a new bike, implies early childhood"
59699,An 8-year-old Sudanese child who received healthcare from the EMERGENCY Peadiatric Clinic in Port Sudan.,8.0,persona,[],yes,100,Age 8 is within primary school range
73694,A young child who is learning about different animal species and their habitats,,persona,[],yes,90,Learning about animal species and habitats is a common topic in primary school
81949,A motivated 5th grader with a keen interest in computer games and often helps peers with math problems,,persona,[],yes,100,5th grade is typically part of elementary/primary education
85113,A curious child who is mesmerized by the chocolatier's shop window displays,,persona,[],yes,80,childlike curiosity and fascination with shop window displays
92103,A young child who looks forward to the nurse's visits for a cookie and a comforting chat,,persona,[],yes,90,young child and nurse's visits are typical in primary school settings
103201,A curious and imaginative young child who is always eager to learn new things about chemistry,,persona,[],yes,90,describes a young child eager to learn
106533,A creative and imaginative fifth grader who loves to help design and decorate the reading spaces,,persona,[],yes,100,Fifth grader indicates elementary school attendance
107870,An elementary school student who just started a project on plant life cycles and ecology,8.0,persona,[],yes,100,Persona is described as an elementary school student
114537,A young child who appreciates the doctor's funny bedside manner and happy disposition,,persona,[],yes,80,young child
115219,A young child with cerebral palsy who is working on improving their hand-eye coordination,,persona,[],yes,80,young child implies primary school age and focus on hand-eye coordination suggests early developmental stage
121196,A young child interested in learning about how different foods affect their energy levels,,persona,[],yes,80,young child implies primary school age
140465,A young child who loves pretending to be a yogi and frequently joins in on the tea parties,,persona,[],yes,90,behaviors described are typical of a young child
144748,A young child with a hearing impairment discovering the joy of playing the piano through touch and vibrations,,persona,[],yes,90,"young child discovering music, implies early educational level"
167162,A neighbor's child who is always ready for imaginative adventures and role-playing games,,persona,[],yes,90,behavior typical of a primary school child
170600,A young child who looks forward to the holiday season and is in awe of the enchanted display,,persona,[],yes,80,young child
172213,A young child who looks up to the marine biologist and dreams of becoming a marine biologist themselves,,persona,[],yes,80,young child implies primary school age
179253,A 10-year-old child who actively participates in school debates and is learning the importance of peaceful conflict resolution,10.0,persona,[],yes,100,"The persona is a 10-year-old child, which falls within the primary school age range."
180188,A young child who is captivated by the fire performer's performance and dreams of becoming an entertainer,,persona,[],yes,80,young child implies primary school age
182655,A classmate who always has their hand up to ask intriguing questions and share wild ideas during story time,,persona,[],yes,95,"participates in story time, a typical primary school activity"
191386,A young child who watches in awe as the junior ice resurfacer operator meticulously smooths the ice before a skating event,,persona,[],yes,80,young child
198100,A younger grandchild who possess advanced knowledge in technology and can patiently teach the judge the basics,,persona,[],yes,80,"described as a younger grandchild, implying a young age likely within primary school range"
216,A child beta reader who provides honest and valuable feedback from a target audience perspective,,persona,[],yes,80,"child beta reader implies a young age, likely within primary school range"
4975,A young niece who is just starting to develop an interest in reading and writing poetry,,persona,[],yes,80,"developing interest in reading and writing suggests a young age, likely within primary school range"
8670,An imaginative boy who also enjoys reading and frequently engages in creative writing activities with the little girl,,persona,[],yes,80,engages in activities typical of a primary school child
13387,A young child who is learning about the importance of balanced nutrition,,persona,[],yes,80,learning about nutrition is a common topic in primary school
26684,A child who idolizes Mickey Mouse and dreams of becoming a Disney character performer,,persona,[],yes,90,Childlike interests and career aspirations suggest a young age
32926,A classmate who is interested in starting a pet care club at school and recruits the child to be a founding member,,persona,[],yes,90,"The persona is a classmate and is at school, indicating they are likely of primary school age."
34790,A curious grandchild who loves to listen to family stories and is learning Gaelic,,persona,[],yes,80,learning and curiosity are consistent with a primary school child
65786,A young child who relies on the refugee's stories to understand their own family's journey,,persona,[],yes,80,young child implies primary school age
66975,A young child who is eager to have their first pet and is interested in getting a hamster,,persona,[],yes,90,"young child interested in having a pet, typical of primary school age"
67805,A young child who is eager to learn the accordion and dance to the lively Zydeco tunes,,persona,[],yes,80,young child
94380,A group of young Maasai children eager to hear stories and learn about their heritage,,persona,[],yes,90,"young children eager to learn about heritage, implies primary school age"
100949,A lively ten-year-old who adores reading and regularly reviews books on her YouTube channel,,persona,[],yes,100,age 10 is within primary school range
116965,A young child in a low-income family who relies on the social worker for medical resources and support,,persona,[],yes,80,young child implies primary school age and reliance on social worker suggests early educational level
122972,A young child who finds solace and distraction from medical procedures through listening to music,,persona,[],yes,80,young child implies primary school age
128146,"A young child who has struggled with severe asthma and eczema, eagerly participating in clinical trials for the new treatments",,persona,[],yes,80,young child implies primary school age
141808,A young child who receives education and medical support from the aid worker's organization,,persona,[],yes,80,young child receiving education
149509,An elementary school student who is motivated to read in order to earn rewards at the local business,8.0,persona,[],yes,100,Persona is explicitly described as an elementary school student
153629,A young child with hearing loss who is undergoing speech therapy,,persona,[],yes,80,"young child undergoing speech therapy, likely in primary school age range"
155819,A shy and introverted child who gains confidence and discipline through taekwondo classes,,persona,[],yes,80,"The persona is described as a child, implying a young age, and no mention of advanced educational levels."
159237,A young child who is fascinated by the flight attendant's safety instructions and offers of snacks,,persona,[],yes,90,behaviors and interests suggest a young child
161790,A curious child who constantly asks the engineer to explain how software works,,persona,[],yes,90,described as a child
167243,A young child who depends on accurate diagnosis and treatment from the radiologist,,persona,[],yes,80,young child implies primary school age
4976,A classmate who started a movement to make their school playground accessible for all children,,persona,[],yes,90,"started a movement in their school playground, implying they are a current student"
15500,A young child obsessed with pirates and fascinated by tales of shipwrecks,,persona,[],yes,80,young child
70526,A young child fascinated by the tales of mountains and dreams of becoming a mountaineer,,persona,[],yes,80,young child implies primary school age
71619,A young indigenous child eager to learn and participate in cultural ceremonies,,persona,[],yes,80,"young child eager to learn and participate in cultural ceremonies, implies early educational level"
75089,A young child in the neighborhood who admires the tailgate party host and dreams of becoming a Vikings player,,persona,[],yes,80,young child
94388,"A 10-year-old, dinosaur-obsessed kid",10.0,persona,[],yes,100,Age 10 is within primary school range
99935,A young child struggling with reading comprehension and in need of personalized strategies,,persona,[],yes,90,struggling with reading comprehension is a common issue in primary school
110256,A young child who is fascinated by the Christmas village display and loves listening to stories about the little figurines,,persona,[],yes,90,"young child, interests typical of primary school age"
112249,An energetic and imaginative child who loves hearing stories and learning new things from their mentor,,persona,[],yes,90,"description implies a young child with a mentor, consistent with primary school age"
120229,an aspiring child-chef who participated in the first season of MasterChef Junior (Brazil).,,persona,[],yes,95,MasterChef Junior typically features children in the primary school age range
133376,A young child who eagerly visits the dessert shop after school for a sugary reward,,persona,[],yes,90,"visits the dessert shop after school, implying attendance at a school level typical for young children"
137783,An enthusiastic young child who adores listening to the enchanting train tales and dreams of becoming an engineer,,persona,[],yes,90,young child and no indication of higher education level
154946,A young child who visits her older neighbors to bring them drawings and share stories,,persona,[],yes,90,"behaviors typical of a young child, likely in preschool or early elementary school"
156662,A young child who loves playing with and teaching tricks to the energetic Labrador Retriever,,persona,[],yes,80,young child
165687,A bright and curious child who is eager to overcome learning challenges with the help of the therapist's guidance,,persona,[],yes,90,"The persona is described as a child, implying a young age and potential attendance in primary school."
175696,A curious 7-year-old who loves reading and immerses herself in the vibrant world of picture books,7.0,persona,[],yes,100,Age 7 is within primary school range and picture books are typical for this age group
197462,A young child who is inspired by the pet groomer's love for animals and dreams of becoming a veterinarian,,persona,[],yes,90,"young child with career aspirations, likely in primary school age range"
198306,A young child struggling with emotional trauma who finds solace in imaginary play,,persona,[],yes,80,young child and imaginary play suggests primary school age
199065,A young child who requires a medical device and looks up to the technician as a hero,,persona,[],yes,90,young child implies primary school age
989,A young child who has experienced traumatic events and receives counseling from the psychologist in collaboration with the humanitarian aid worker,,persona,[],yes,80,young child implies primary school age and collaboration with humanitarian aid worker suggests a vulnerable population
5176,A young student who is inspired by the activist's message and starts a school recycling program,,persona,[],yes,90,"starts a school recycling program, implies attendance at a school level where such activities are common"
9379,"A grandchild who, despite their young age, shows a keen interest in reading and discussing Shakespeare",,persona,[],yes,80,young age and keen interest in reading
13409,A curious and imaginative child who looks up to their energetic sibling and loves joining in on video game sessions,,persona,[],yes,80,childlike behavior and interests
14165,A young child who looks up to the marathon enthusiast and is inspired to participate in charity runs,,persona,[],yes,80,young child
15516,A young child who has lost everything in a natural disaster and relies on the humanitarian worker for support and hope,,persona,[],yes,80,young child implies primary school age
18090,A hearing-impaired child learning sign language as their first language in a bilingual education program,,persona,[],yes,90,bilingual education program and learning sign language as first language suggests early childhood education
20940,A 3-year-old child who struggles with articulation and speech sound production,3.0,persona,[],yes,100,"The persona is a 3-year-old child, which falls within the age range for preschool or kindergarten, a level of primary education."
35589,A bright pupil who dreams of becoming a famous Dutch playwright,,persona,[],yes,80,The term 'pupil' often refers to a student in primary or elementary school.
39935,A young child who is fascinated by birds and butterflies and eagerly helps in creating the backyard haven,,persona,[],yes,90,young child and backyard activities suggest primary school age
43165,A young child who is fascinated by science experiments and loves to help with DIY projects,,persona,[],yes,80,interests and activities typical of a primary school child
50026,A melodious child from a low-income family who has discovered a love for the piano through affordable music lessons,,persona,[],yes,80,"The persona is described as a child, implying a young age, and there is no mention of an educational level beyond primary school."
72870,A young child who is just starting to develop a love for books and reading,,persona,[],yes,80,"young child developing a love for reading, typical of primary school age"
79323,A young child who loves playing with dollhouses and wants to learn more about architecture,,persona,[],yes,90,interests and play style typical of a primary school age child
80176,An equally talented child prodigy specializing in hip-hop dance who often competes in the same competitions,,persona,[],yes,80,"child prodigy implies a young age, likely within primary school range"
82128,A curious and enthusiastic child who is excited to experience live music for the first time,,persona,[],yes,80,describes a child with no indication of higher education level
86430,A young child who loves to dress up and perform silly skits for their family,,persona,[],yes,90,behaviors and interests typical of a young primary school child
91607,a 10-year-old kid who has learned little programming,10.0,persona,[],yes,100,age 10 is within primary school range
106089,A young child who looks up to the chain smoker and wants them to live a long and healthy life,,persona,[],yes,80,"The persona is described as a young child, implying an age range consistent with primary school attendance."
112886,"A classmate who shares their own positive experiences at the dentist, helping to normalize the experience for the child",,persona,[],yes,90,"The persona is described as a classmate, implying they are a peer and likely of similar age, and the context suggests they are helping to normalize an experience for a child, indicating they are also a child."
113654,A young child who enjoys playing simple and colorful board games with their older sibling,,persona,[],yes,90,"young child, simple games, and presence of an older sibling suggest primary school age"
114691,A kindergartener who enjoys stories about knights and castles,5.0,persona,[],yes,100,Persona is explicitly described as a kindergartener
122303,A young child with dyscalculia who benefits from visual and hands-on learning techniques,,persona,[],yes,90,young child and learning techniques suggest primary school age
123041,A young child who is inspired by the activist's work and starts their own garden at home,,persona,[],yes,80,young child starting their own garden implies an age consistent with primary school
127108,A young child who brings their injured pet to the veterinarian for care,,persona,[],yes,80,young child likely in primary school age range
133409,A shy and introverted child who finds solace in the author's books and connects deeply with the characters,,persona,[],yes,80,"describes a child who finds solace in books, implying an age range consistent with primary school"
135705,A young child who is mesmerized by the stories and dreams of one day becoming a submarine pilot themselves,,persona,[],yes,90,"The persona is described as a young child with dreams, implying an age typical of primary school students."
145719,A young child eager to learn how to play the ukulele and explore the world of Hawaiian music,,persona,[],yes,80,young child implies primary school age
149543,A young child with mobility limitations who receives assistance from a robot companion during therapy sessions,,persona,[],yes,80,young child implies primary school age and context of therapy sessions
172307,A young student who often comes over to borrow books and asks for recommendations for their school projects,,persona,[],yes,90,"borrows books and asks for recommendations for school projects, indicating a current student likely in primary school"
180497,A young child who dreams of becoming an actor and sees the nurse as an inspiration,,persona,[],yes,80,young child
181390,"A young, imaginative child who sees the game developer as a hero and role model",,persona,[],yes,80,young and imaginative child
188138,A curious primary school student from France.,8.0,persona,[],yes,100,Persona is explicitly described as a primary school student
193984,An elementary school student working on a community recycling project for a school fair,8.0,persona,[],yes,100,Explicitly described as an elementary school student
196538,A young child fascinated by the beekeeping process and eager to learn from the beekeeper,,persona,[],yes,90,young child
10354,A child who loves playing with the toy designer's imaginative creations,,persona,[],yes,80,"Persona describes a child, likely in primary school age range due to interest in toys"
21044,A curious and imaginative child who is mesmerized by the colorful puppet characters,,persona,[],yes,80,description implies a young child
45359,A schoolgirl excited about her science subjects and loves sharing what she learns,,persona,[],yes,90,"The persona is described as a schoolgirl, which typically refers to a young female student, and her interest in science subjects is consistent with primary school curriculum."
47760,A young child who idolizes the Border Collie handler and dreams of becoming a herder themselves,,persona,[],yes,90,young child
56979,A elementary school student on the student council who voices peers' concerns about playground safety,8.0,persona,[],yes,100,Persona is explicitly described as an elementary school student
67165,A young child with a budding talent for drawing and creating unique clothing designs,,persona,[],yes,80,young child implies primary school age
70724,A young student who looks forward to garden club meetings for the delicious homemade snacks,,persona,[],yes,90,"participation in garden club and mention of snacks suggests a young student, likely in primary school"
73898,"A young child eager to learn about different cultures, often visiting to hear stories and try Indian dishes",,persona,[],yes,90,young child eager to learn
94395,A 6-year-old child with a curious mind and a willingness to participate in cognitive development studies,6.0,persona,[],yes,100,Age 6 is within primary school range
102799,A child with a sweet tooth who has dietary restrictions and relies on the dietitian for tasty dessert alternatives,,persona,[],yes,80,"The persona is described as a child, implying a young age likely within primary school range."
113678,A curious and imaginative young child who loves to ask questions about numbers and patterns,,persona,[],yes,90,description implies a young child
115385,A young child who eagerly awaits the mail carrier's arrival and helps shovel the pathway to their mailbox,,persona,[],yes,90,behaviors described are typical of a young child
119096,A curious child who is fascinated by planes and asks endless questions,,persona,[],yes,90,behaves like a young child with curiosity and fascination with a specific topic
125373,A playful and energetic child who loves spending time in their friend's backyard,,persona,[],yes,80,description implies a young child
127174,A grade school student who loves arts and crafts and gets excited about school projects,,persona,[],yes,100,grade school is another term for elementary/primary school
139954,A polish school child who loves geography and am fond of small hamlets and villages.,,persona,[],yes,90,"The persona is described as a school child, implying attendance in primary school."
156688,A quirky and imaginative young child who enjoys making short films with their smartphone,,persona,[],yes,80,young child
167368,A young child who is part of a study on children's response to emotionally expressive robots,,persona,[],yes,90,"part of a study on children, implies young age"
175329,A grandchild who shares their curiosity about the weather and seeks their guidance for science fair projects,,persona,[],yes,90,grandchild seeking guidance for science fair projects implies elementary school age
178392,A young child who looks up to the basketball team captain and wants to learn math,,persona,[],yes,90,young child and interest in learning math suggests primary school age
179600,A young child who is fascinated by the janitor's mop and bucket and considers them a superhero,,persona,[],yes,90,The persona describes a young child with a fascination typical of a primary school age child
180603,A young child receiving their first cochlear implant and learning to navigate the world of sound,,persona,[],yes,90,young child implies primary school age and context suggests early developmental stage
181492,A curious child who often observes and asks questions about the ant colonies in their backyard,,persona,[],yes,90,behaviors and interests consistent with a young child
186051,A curious child who is fascinated by the birds and enjoys listening to the woman's stories about them,,persona,[],yes,90,describes a child with curiosity and interests typical of a primary school age
195347,A shy elementary school student struggling to pronounce certain sounds correctly,8.0,persona,[],yes,100,explicitly described as an elementary school student
199131,A gifted but socially awkward child who experiences challenges interacting with fellow classmates,,persona,[],yes,90,"description implies a child in a school setting, likely primary school due to social interaction challenges"
373,A 10-year-old schoolboy who lives in Nigeria,10.0,persona,[],yes,100,Age 10 is within primary school range
2124,A young child who prefers playtime over watching TV or movies,,persona,[],yes,80,preference for playtime is typical of young children in primary school age
14281,A young child who dreams of becoming an environmental activist and fighting against mining pollution,,persona,[],yes,90,young child implies primary school age
18128,A young child who dreams of becoming a horse owner and seeks advice on starting horseback riding lessons,,persona,[],yes,90,young child seeking advice on starting horseback riding lessons implies an age consistent with primary school
33250,"A young child with a speech delay, struggling to communicate in both English and Spanish",,persona,[],yes,80,young child implies primary school age and speech delay is common in early childhood development
37833,A young child with dental anxiety who requires gentle and precise medication administration,,persona,[],yes,80,young child implies primary school age
39019,An elementary school student who prefers reading traditional storybooks over digital ones,8.0,persona,[],yes,100,Persona is explicitly described as an elementary school student
42808,"A child who eagerly flips through the pages, captivated by the colorful illustrations and imaginative storytelling",,persona,[],yes,90,"behavior typical of a young child, such as flipping through pages and being captivated by illustrations, suggests primary school age"
52011,A fellow shy child who understands the struggle and offers empathy and encouragement,,persona,[],yes,90,"describes as a 'child' and 'shy', implying a young age"
53702,A young child who looks up to the construction worker and dreams of becoming an architect one day,,persona,[],yes,90,young child implies primary school age
67170,A young child who is educated about the importance of reducing carbon emissions through sustainable transportation,,persona,[],yes,80,young child implies primary school age and focus on basic environmental education
70791,A young child with a physical disability who looks up to the Paralympic athlete as a role model and draws inspiration to participate in adapted sports,,persona,[],yes,80,young child implies primary school age and context suggests early educational level
76805,A primary school student who loves learning new healthy recipes to cook at home,8.0,persona,[],yes,100,Persona explicitly describes themselves as a primary school student
82550,A young student who is introduced to the magic of books through the book collector's collection,,persona,[],yes,80,"young student implies a child, likely in primary school"
98576,a grade school sports player who adores hockey,,persona,[],yes,90,grade school implies primary education level
113886,A curious child who asks thought-provoking questions about the psychology behind learning and development,,persona,[],yes,90,"The persona is described as a child, implying an age range consistent with primary school, and is curious about learning and development, which is typical of a young student."
115428,"A young child who eagerly awaits breakfast every morning, excited to taste the chef's latest creations",,persona,[],yes,80,young child
118139,A young child who eagerly watches the art workshops from their backyard,,persona,[],yes,80,young child likely in primary school age
120494,A9-year-old child who greatly enjoys the storytelling events and wants to become a writer,9.0,persona,[],yes,100,"The persona is a 9-year-old child, which falls within the primary school age range."
121493,A curious and empathetic child who becomes the designated first aider in their friend group,,persona,[],yes,90,"child in friend group, implies elementary school age"
124394,A young child who looks up to the churchgoer as a role model,,persona,[],yes,80,young child implies primary school age
137880,An 11-year-old child obsessed with astronomy,11.0,persona,[],yes,100,age 11 is within primary school range
144809,An elementary school student who helps in the garden and listens to stories of classic literature,8.0,persona,[],yes,100,Persona is explicitly described as an elementary school student
150690,A young child who dreams of becoming a humanitarian aid worker and following in their footsteps,,persona,[],yes,80,young child implies primary school age
171612,A young grandchild who enjoys listening to bedtime stories and dreams of becoming an author,,persona,[],yes,90,"enjoys bedtime stories, implies young age"
175339,"A kind-hearted classmate who helps the child feel included and supported, practicing speech exercises together",,persona,[],yes,90,practicing speech exercises together implies a young child in primary school
182307,"A young, energetic child who is beginning to explore educational apps and games on a tablet",,persona,[],yes,90,"young and energetic child exploring educational apps, likely in primary school age range"
194805,"A proactive, creative pupil with a knack for original thinking and challenging the status quo",,persona,[],yes,90,"describes a pupil, implying a student, and the context suggests a young age"
2219,a schoolchild who participated in the parade to support the Elmora Troopers,,persona,[],yes,80,"participated in a parade, likely as part of a school event, and 'schoolchild' implies primary education level"
2899,An energetic pupil who is always eager to share new historical facts learned from extracurricular reading,,persona,[],yes,80,"The persona is described as a pupil, which typically refers to a student in primary or elementary school, and their behavior is consistent with a child's enthusiasm for learning."
3888,A young student who dreams of becoming a firefighter and carries around a toy firetruck everywhere,,persona,[],yes,90,"carries a toy and has a childlike dream, indicating a young age"
5331,A young child who constantly observes the older sibling's responsible behavior and tries to emulate it,,persona,[],yes,80,"young child trying to emulate older sibling's behavior, suggesting an age typical of primary school"
21075,A curious and energetic preschooler who loves participating in gym class activities,3.0,persona,[],yes,100,Persona is described as a preschooler
35033,A young child with a thirst for knowledge and a love for bedtime stories,,persona,[],yes,80,young child and love for bedtime stories suggests primary school age
37956,A compassionate student who volunteers to disinfect the classroom to protect the child's health,,persona,[],yes,90,"volunteers to disinfect the classroom, implies a young student taking care of their own classroom"
40057,A young nephew who has just discovered the joy of reading and seeks book recommendations from their librarian aunt,,persona,[],yes,90,"The persona is described as a 'young nephew' who has just discovered reading, suggesting an early school age."
48519,A fellow elementary school student who is fascinated by birds and enjoys drawing them,8.0,persona,[],yes,100,Persona is explicitly described as an elementary school student
52812,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,,persona,[],yes,100,third-grader indicates primary school attendance
57052,A young child with dietary restrictions seeking guidance on incorporating organic foods,,persona,[],yes,80,young child implies primary school age
59191,A young child who attends the fire safety training sessions with their school,,persona,[],yes,90,"attends school and participates in training sessions, indicating primary school age"
76888,A curious and inventive 5th grader who develops a passion for electronics and communication,,persona,[],yes,100,5th grade is typically part of elementary/primary education
80307,"A young student with a natural talent for music, eager to learn and participate in music class",,persona,[],yes,80,young student and music class implies primary school level
86692,A young child with a learning disability whose experiences help shape their understanding of individual differences in learning,,persona,[],yes,90,young child with learning experiences
101719,A classmate of the official's child who is inspired to become a future community leader,,persona,[],yes,80,"classmate of the official's child implies a student, likely in primary school"
103434,A struggling reader in elementary school who looks up to the reading specialist as a mentor,8.0,persona,[],yes,100,Explicitly mentioned as an elementary school student
107127,A 5-year-old child who was born with a cleft lip and palate and is undergoing speech therapy to improve his articulation,5.0,persona,[],yes,100,"Age 5 is typical for kindergarten or preschool, which is a primary school level"
116272,"A young child who eagerly awaits the release of each new children's book, excited to see their own classroom experiences come to life",,persona,[],yes,90,Persona describes a young child with classroom experiences
123245,"A young child who hangs on to her every word, eager to hear stories of their ancestors",,persona,[],yes,80,young child implies primary school age
129912,"A reluctant young reader, attempting to build his interest in reading guided by innovative digital tools",,persona,[],yes,80,young reader with guided learning implies primary school age
142095,"An extroverted, sports-loving peer constantly trying to pull the introverted child out of her shell",,persona,[],yes,80,"description implies a peer relationship, suggesting a school setting, likely primary school due to the focus on social interactions and personality traits"
144933,A young child who loves Disney characters and wants a personalized artwork for their bedroom,,persona,[],yes,80,interests and request suggest a young child
182995,A gifted child prodigy who displays exceptional musical abilities at a young age,,persona,[],yes,80,young age and exceptional abilities suggest primary school level
184205,A group of school children who are invited to engage with the interactive installations and explore math in a creative way,,persona,[],yes,90,"The persona describes school children, implying an age range consistent with primary school, and the context of interactive installations suggests an early educational level."
185398,A young child who is intrigued by their relative's knowledge of herbal remedies for common pet ailments,,persona,[],yes,80,"The persona is described as a 'young child', implying an age range consistent with primary school attendance."
190020,Inquisitive 5 year old child,5.0,persona,[],yes,100,age 5 is typical for kindergarten or preschool
190843,A young child fascinated by the night sky and eager to learn more about the universe,,persona,[],yes,80,young child implies primary school age
